"Time","Temperature","Humidity","CO2","Sensor Name"
2024-03-05 17:24:13,23.8 °C,76.5 %H,839 ppm,AM319-Sensor_3
2024-03-05 17:22:05,22.9 °C,80 %H,1202 ppm,AM103L-Sensor_5
2024-03-05 17:19:19,23.2 °C,78.5 %H,863 ppm,AM319-Sensor_1
2024-03-05 17:18:42,23 °C,78.5 %H,804 ppm,AM103-Sensor_4
2024-03-05 17:18:29,23.4 °C,80.5 %H,835 ppm,AM307-Sensor_2
2024-03-05 17:14:13,24 °C,77.5 %H,837 ppm,AM319-Sensor_3
2024-03-05 17:12:05,23.1 °C,81.5 %H,1208 ppm,AM103L-Sensor_5
2024-03-05 17:09:19,23.2 °C,79.5 %H,865 ppm,AM319-Sensor_1
2024-03-05 17:08:41,23 °C,81 %H,790 ppm,AM103-Sensor_4
2024-03-05 17:08:29,23.3 °C,82 %H,869 ppm,AM307-Sensor_2
2024-03-05 17:04:13,23.7 °C,77.5 %H,831 ppm,AM319-Sensor_3
2024-03-05 17:02:06,22.9 °C,81 %H,1208 ppm,AM103L-Sensor_5
2024-03-05 16:59:19,23.2 °C,79 %H,864 ppm,AM319-Sensor_1
2024-03-05 16:58:44,23 °C,80 %H,813 ppm,AM103-Sensor_4
2024-03-05 16:58:29,23.3 °C,80.5 %H,929 ppm,AM307-Sensor_2
2024-03-05 16:54:13,24.1 °C,75.5 %H,838 ppm,AM319-Sensor_3
2024-03-05 16:52:06,23.1 °C,81.5 %H,1214 ppm,AM103L-Sensor_5
2024-03-05 16:49:19,23.2 °C,79.5 %H,867 ppm,AM319-Sensor_1
2024-03-05 16:48:42,23 °C,81.5 %H,821 ppm,AM103-Sensor_4
2024-03-05 16:48:29,23.3 °C,82 %H,925 ppm,AM307-Sensor_2
2024-03-05 16:44:13,23.8 °C,77.5 %H,845 ppm,AM319-Sensor_3
2024-03-05 16:42:05,23 °C,81.5 %H,1217 ppm,AM103L-Sensor_5
2024-03-05 16:39:19,23.1 °C,79 %H,860 ppm,AM319-Sensor_1
2024-03-05 16:38:42,23 °C,81.5 %H,821 ppm,AM103-Sensor_4
2024-03-05 16:38:29,23.2 °C,82 %H,933 ppm,AM307-Sensor_2
2024-03-05 16:34:13,23.6 °C,77 %H,839 ppm,AM319-Sensor_3
2024-03-05 16:32:08,22.9 °C,79.5 %H,1194 ppm,AM103L-Sensor_5
2024-03-05 16:29:19,23.1 °C,78.5 %H,856 ppm,AM319-Sensor_1
2024-03-05 16:28:46,23 °C,79 %H,803 ppm,AM103-Sensor_4
2024-03-05 16:28:29,23.2 °C,80.5 %H,857 ppm,AM307-Sensor_2
2024-03-05 16:24:13,23.7 °C,78 %H,835 ppm,AM319-Sensor_3
2024-03-05 16:22:06,23 °C,81.5 %H,1207 ppm,AM103L-Sensor_5
2024-03-05 16:19:19,23.1 °C,79 %H,859 ppm,AM319-Sensor_1
2024-03-05 16:18:46,23 °C,81 %H,821 ppm,AM103-Sensor_4
2024-03-05 16:18:29,23.2 °C,81.5 %H,924 ppm,AM307-Sensor_2
2024-03-05 16:14:13,23.5 °C,76.5 %H,837 ppm,AM319-Sensor_3
2024-03-05 16:12:05,22.9 °C,79.5 %H,1214 ppm,AM103L-Sensor_5
2024-03-05 16:09:19,23.1 °C,78 %H,864 ppm,AM319-Sensor_1
2024-03-05 16:08:42,23 °C,78 %H,850 ppm,AM103-Sensor_4
2024-03-05 16:08:29,23.2 °C,80.5 %H,919 ppm,AM307-Sensor_2
2024-03-05 16:04:13,23.7 °C,78 %H,839 ppm,AM319-Sensor_3
2024-03-05 16:02:05,23 °C,81.5 %H,1208 ppm,AM103L-Sensor_5
2024-03-05 15:59:19,23.2 °C,79 %H,871 ppm,AM319-Sensor_1
2024-03-05 15:58:44,23 °C,81.5 %H,803 ppm,AM103-Sensor_4
2024-03-05 15:58:29,23.2 °C,81.5 %H,856 ppm,AM307-Sensor_2
2024-03-05 15:54:13,23.5 °C,77 %H,834 ppm,AM319-Sensor_3
2024-03-05 15:52:06,23 °C,79 %H,1196 ppm,AM103L-Sensor_5
2024-03-05 15:49:19,23.2 °C,78 %H,873 ppm,AM319-Sensor_1
2024-03-05 15:48:44,23 °C,78.5 %H,814 ppm,AM103-Sensor_4
2024-03-05 15:48:29,23.3 °C,80.5 %H,862 ppm,AM307-Sensor_2
2024-03-05 15:44:13,23.6 °C,78.5 %H,833 ppm,AM319-Sensor_3
2024-03-05 15:42:07,22.9 °C,81.5 %H,1197 ppm,AM103L-Sensor_5
2024-03-05 15:39:19,23.2 °C,78.5 %H,866 ppm,AM319-Sensor_1
2024-03-05 15:38:43,23 °C,80.5 %H,834 ppm,AM103-Sensor_4
2024-03-05 15:38:29,23.2 °C,81 %H,914 ppm,AM307-Sensor_2
2024-03-05 15:34:13,23.3 °C,77 %H,838 ppm,AM319-Sensor_3
2024-03-05 15:32:08,22.8 °C,79 %H,1212 ppm,AM103L-Sensor_5
2024-03-05 15:29:19,23.2 °C,78 %H,887 ppm,AM319-Sensor_1
2024-03-05 15:28:42,23 °C,78 %H,815 ppm,AM103-Sensor_4
2024-03-05 15:28:29,23.3 °C,80 %H,914 ppm,AM307-Sensor_2
2024-03-05 15:24:13,23.6 °C,78.5 %H,850 ppm,AM319-Sensor_3
2024-03-05 15:22:07,23 °C,81.5 %H,1225 ppm,AM103L-Sensor_5
2024-03-05 15:19:19,23.1 °C,78.5 %H,887 ppm,AM319-Sensor_1
2024-03-05 15:18:45,22.9 °C,80.5 %H,831 ppm,AM103-Sensor_4
2024-03-05 15:18:29,23.2 °C,81 %H,916 ppm,AM307-Sensor_2
2024-03-05 15:14:13,23.2 °C,77 %H,851 ppm,AM319-Sensor_3
2024-03-05 15:12:04,22.8 °C,78.5 %H,1206 ppm,AM103L-Sensor_5
2024-03-05 15:09:19,23.2 °C,77.5 %H,889 ppm,AM319-Sensor_1
2024-03-05 15:08:42,23.1 °C,78.5 %H,810 ppm,AM103-Sensor_4
2024-03-05 15:08:29,23.3 °C,80.5 %H,917 ppm,AM307-Sensor_2
2024-03-05 15:04:13,23.4 °C,79 %H,860 ppm,AM319-Sensor_3
2024-03-05 15:02:07,23 °C,81 %H,1212 ppm,AM103L-Sensor_5
2024-03-05 14:59:19,23.2 °C,78 %H,882 ppm,AM319-Sensor_1
2024-03-05 14:58:44,22.9 °C,80 %H,852 ppm,AM103-Sensor_4
2024-03-05 14:58:29,23.2 °C,80.5 %H,888 ppm,AM307-Sensor_2
2024-03-05 14:54:13,23.1 °C,76.5 %H,857 ppm,AM319-Sensor_3
2024-03-05 14:52:08,22.9 °C,77.5 %H,1244 ppm,AM103L-Sensor_5
2024-03-05 14:49:19,23.3 °C,78 %H,897 ppm,AM319-Sensor_1
2024-03-05 14:48:42,23.1 °C,79.5 %H,864 ppm,AM103-Sensor_4
2024-03-05 14:48:29,23.3 °C,80.5 %H,963 ppm,AM307-Sensor_2
2024-03-05 14:44:13,23.3 °C,78.5 %H,857 ppm,AM319-Sensor_3
2024-03-05 14:42:06,22.9 °C,80 %H,1243 ppm,AM103L-Sensor_5
2024-03-05 14:39:19,23.2 °C,77.5 %H,898 ppm,AM319-Sensor_1
2024-03-05 14:38:45,23 °C,79 %H,835 ppm,AM103-Sensor_4
2024-03-05 14:38:29,23.2 °C,79.5 %H,877 ppm,AM307-Sensor_2
2024-03-05 14:34:13,23.1 °C,75.5 %H,864 ppm,AM319-Sensor_3
2024-03-05 14:32:08,23 °C,78 %H,1245 ppm,AM103L-Sensor_5
2024-03-05 14:29:19,23.3 °C,78.5 %H,913 ppm,AM319-Sensor_1
2024-03-05 14:28:44,23.1 °C,80.5 %H,855 ppm,AM103-Sensor_4
2024-03-05 14:28:29,23.4 °C,81 %H,888 ppm,AM307-Sensor_2
2024-03-05 14:24:13,23.4 °C,78 %H,868 ppm,AM319-Sensor_3
2024-03-05 14:22:06,22.9 °C,79.5 %H,1241 ppm,AM103L-Sensor_5
2024-03-05 14:19:19,23.2 °C,77.5 %H,913 ppm,AM319-Sensor_1
2024-03-05 14:18:44,23.1 °C,77.5 %H,858 ppm,AM103-Sensor_4
2024-03-05 14:18:29,23.3 °C,79 %H,868 ppm,AM307-Sensor_2
2024-03-05 14:14:13,23.5 °C,75.5 %H,869 ppm,AM319-Sensor_3
2024-03-05 14:12:08,23.2 °C,80.5 %H,1252 ppm,AM103L-Sensor_5
2024-03-05 14:09:19,23.3 °C,78.5 %H,918 ppm,AM319-Sensor_1
2024-03-05 14:08:41,23.1 °C,80.5 %H,843 ppm,AM103-Sensor_4
2024-03-05 14:08:29,23.4 °C,81 %H,882 ppm,AM307-Sensor_2
2024-03-05 14:04:13,23.3 °C,77.5 %H,877 ppm,AM319-Sensor_3
2024-03-05 14:02:06,22.9 °C,79.5 %H,1236 ppm,AM103L-Sensor_5
2024-03-05 13:59:19,23.2 °C,77.5 %H,919 ppm,AM319-Sensor_1
2024-03-05 13:58:44,23 °C,77.5 %H,854 ppm,AM103-Sensor_4
2024-03-05 13:58:29,23.3 °C,79 %H,916 ppm,AM307-Sensor_2
2024-03-05 13:54:13,23.6 °C,78 %H,882 ppm,AM319-Sensor_3
2024-03-05 13:52:07,23.1 °C,81 %H,1268 ppm,AM103L-Sensor_5
2024-03-05 13:49:19,23.3 °C,78 %H,934 ppm,AM319-Sensor_1
2024-03-05 13:48:41,23.2 °C,80 %H,858 ppm,AM103-Sensor_4
2024-03-05 13:48:29,23.4 °C,80.5 %H,934 ppm,AM307-Sensor_2
2024-03-05 13:44:13,23.3 °C,77 %H,887 ppm,AM319-Sensor_3
2024-03-05 13:42:07,23 °C,78.5 %H,1259 ppm,AM103L-Sensor_5
2024-03-05 13:39:19,23.3 °C,77.5 %H,912 ppm,AM319-Sensor_1
2024-03-05 13:38:46,23.1 °C,77.5 %H,855 ppm,AM103-Sensor_4
2024-03-05 13:38:29,23.4 °C,79.5 %H,843 ppm,AM307-Sensor_2
2024-03-05 13:34:13,23.7 °C,78.5 %H,897 ppm,AM319-Sensor_3
2024-03-05 13:32:06,23.2 °C,80.5 %H,1275 ppm,AM103L-Sensor_5
2024-03-05 13:29:19,23.3 °C,78 %H,947 ppm,AM319-Sensor_1
2024-03-05 13:28:45,23.1 °C,80.5 %H,881 ppm,AM103-Sensor_4
2024-03-05 13:28:29,23.4 °C,80.5 %H,943 ppm,AM307-Sensor_2
2024-03-05 13:24:13,23.4 °C,77 %H,892 ppm,AM319-Sensor_3
2024-03-05 13:22:09,23 °C,78.5 %H,1305 ppm,AM103L-Sensor_5
2024-03-05 13:19:19,23.3 °C,77.5 %H,957 ppm,AM319-Sensor_1
2024-03-05 13:18:44,23.1 °C,77.5 %H,873 ppm,AM103-Sensor_4
2024-03-05 13:18:29,23.4 °C,79.5 %H,944 ppm,AM307-Sensor_2
2024-03-05 13:14:13,23.7 °C,78 %H,918 ppm,AM319-Sensor_3
2024-03-05 13:12:04,23 °C,80.5 %H,1288 ppm,AM103L-Sensor_5
2024-03-05 13:09:19,23.3 °C,78 %H,959 ppm,AM319-Sensor_1
2024-03-05 13:08:45,23.1 °C,80 %H,893 ppm,AM103-Sensor_4
2024-03-05 13:08:29,23.3 °C,80 %H,1060 ppm,AM307-Sensor_2
2024-03-05 13:04:13,23.3 °C,77 %H,921 ppm,AM319-Sensor_3
2024-03-05 13:02:07,22.9 °C,78.5 %H,1304 ppm,AM103L-Sensor_5
2024-03-05 12:59:19,23.2 °C,77 %H,970 ppm,AM319-Sensor_1
2024-03-05 12:58:47,23 °C,77 %H,893 ppm,AM103-Sensor_4
2024-03-05 12:58:29,23.3 °C,79 %H,941 ppm,AM307-Sensor_2
2024-03-05 12:54:13,23.7 °C,78 %H,948 ppm,AM319-Sensor_3
2024-03-05 12:52:06,23.1 °C,80 %H,1296 ppm,AM103L-Sensor_5
2024-03-05 12:49:18,23.2 °C,77.5 %H,996 ppm,AM319-Sensor_1
2024-03-05 12:48:42,22.9 °C,80 %H,930 ppm,AM103-Sensor_4
2024-03-05 12:48:29,23.2 °C,80 %H,903 ppm,AM307-Sensor_2
2024-03-05 12:44:13,23.2 °C,77 %H,953 ppm,AM319-Sensor_3
2024-03-05 12:42:04,22.9 °C,78.5 %H,1348 ppm,AM103L-Sensor_5
2024-03-05 12:38:44,22.8 °C,76.5 %H,908 ppm,AM103-Sensor_4
2024-03-05 12:38:29,23.1 °C,78 %H,1001 ppm,AM307-Sensor_2
2024-03-05 12:34:13,23.2 °C,73.5 %H,967 ppm,AM319-Sensor_3
2024-03-05 12:32:09,23 °C,78 %H,1375 ppm,AM103L-Sensor_5
2024-03-05 12:29:19,23.2 °C,77 %H,1030 ppm,AM319-Sensor_1
2024-03-05 12:28:43,23 °C,79.5 %H,938 ppm,AM103-Sensor_4
2024-03-05 12:28:29,23.3 °C,79.5 %H,995 ppm,AM307-Sensor_2
2024-03-05 12:24:13,23.2 °C,76.5 %H,974 ppm,AM319-Sensor_3
2024-03-05 12:22:07,22.8 °C,77.5 %H,1353 ppm,AM103L-Sensor_5
2024-03-05 12:19:18,23.2 °C,76 %H,1035 ppm,AM319-Sensor_1
2024-03-05 12:18:44,22.9 °C,76 %H,945 ppm,AM103-Sensor_4
2024-03-05 12:18:29,23.2 °C,77.5 %H,1062 ppm,AM307-Sensor_2
2024-03-05 12:14:13,23.4 °C,75 %H,990 ppm,AM319-Sensor_3
2024-03-05 12:12:06,23 °C,79 %H,1402 ppm,AM103L-Sensor_5
2024-03-05 12:09:18,23.3 °C,76.5 %H,1017 ppm,AM319-Sensor_1
2024-03-05 12:08:46,23 °C,77.5 %H,969 ppm,AM103-Sensor_4
2024-03-05 12:08:29,23.3 °C,78.5 %H,1076 ppm,AM307-Sensor_2
2024-03-05 12:04:13,23.3 °C,73.5 %H,958 ppm,AM319-Sensor_3
2024-03-05 12:02:06,22.9 °C,76 %H,1356 ppm,AM103L-Sensor_5
2024-03-05 11:59:18,23.3 °C,77 %H,997 ppm,AM319-Sensor_1
2024-03-05 11:58:45,23.1 °C,78 %H,932 ppm,AM103-Sensor_4
2024-03-05 11:58:29,23.4 °C,79.5 %H,1043 ppm,AM307-Sensor_2
2024-03-05 11:54:13,23.4 °C,76.5 %H,923 ppm,AM319-Sensor_3
2024-03-05 11:52:08,23 °C,78.5 %H,1286 ppm,AM103L-Sensor_5
2024-03-05 11:49:19,23.3 °C,76 %H,957 ppm,AM319-Sensor_1
2024-03-05 11:48:42,23 °C,76 %H,892 ppm,AM103-Sensor_4
2024-03-05 11:48:29,23.3 °C,77.5 %H,939 ppm,AM307-Sensor_2
2024-03-05 11:44:13,23.4 °C,72.5 %H,901 ppm,AM319-Sensor_3
2024-03-05 11:42:06,23.2 °C,76.5 %H,1277 ppm,AM103L-Sensor_5
2024-03-05 11:39:18,23.6 °C,77 %H,916 ppm,AM319-Sensor_1
2024-03-05 11:38:43,23.1 °C,79 %H,895 ppm,AM103-Sensor_4
2024-03-05 11:38:29,23.6 °C,79.5 %H,965 ppm,AM307-Sensor_2
2024-03-05 11:34:13,23.4 °C,75 %H,857 ppm,AM319-Sensor_3
2024-03-05 11:32:06,23.1 °C,77 %H,1252 ppm,AM103L-Sensor_5
2024-03-05 11:29:18,23.5 °C,76.5 %H,894 ppm,AM319-Sensor_1
2024-03-05 11:28:44,23.2 °C,77 %H,845 ppm,AM103-Sensor_4
2024-03-05 11:28:29,23.6 °C,79 %H,910 ppm,AM307-Sensor_2
2024-03-05 11:24:13,23.5 °C,76 %H,829 ppm,AM319-Sensor_3
2024-03-05 11:22:08,23.1 °C,78.5 %H,1186 ppm,AM103L-Sensor_5
2024-03-05 11:19:18,23.4 °C,76.5 %H,856 ppm,AM319-Sensor_1
2024-03-05 11:18:44,23.1 °C,77 %H,805 ppm,AM103-Sensor_4
2024-03-05 11:18:29,23.4 °C,78 %H,915 ppm,AM307-Sensor_2
2024-03-05 11:14:13,23.6 °C,76 %H,802 ppm,AM319-Sensor_3
2024-03-05 11:12:08,23.2 °C,79 %H,1160 ppm,AM103L-Sensor_5
2024-03-05 11:09:18,23.4 °C,77 %H,799 ppm,AM319-Sensor_1
2024-03-05 11:08:45,23 °C,78 %H,772 ppm,AM103-Sensor_4
2024-03-05 11:08:29,23.4 °C,79 %H,868 ppm,AM307-Sensor_2
2024-03-05 11:04:13,23.3 °C,73.5 %H,742 ppm,AM319-Sensor_3
2024-03-05 11:02:07,23.1 °C,78 %H,1101 ppm,AM103L-Sensor_5
2024-03-05 10:59:18,23.4 °C,78 %H,775 ppm,AM319-Sensor_1
2024-03-05 10:58:45,23.1 °C,80 %H,732 ppm,AM103-Sensor_4
2024-03-05 10:58:29,23.4 °C,80.5 %H,797 ppm,AM307-Sensor_2
2024-03-05 10:54:13,23.2 °C,76 %H,717 ppm,AM319-Sensor_3
2024-03-05 10:52:07,22.9 °C,78 %H,1124 ppm,AM103L-Sensor_5
2024-03-05 10:49:18,23.2 °C,77 %H,744 ppm,AM319-Sensor_1
2024-03-05 10:48:44,23 °C,76.5 %H,705 ppm,AM103-Sensor_4
2024-03-05 10:48:29,23.3 °C,78.5 %H,841 ppm,AM307-Sensor_2
2024-03-05 10:44:13,23.5 °C,75.5 %H,699 ppm,AM319-Sensor_3
2024-03-05 10:42:09,23.2 °C,80.5 %H,1064 ppm,AM103L-Sensor_5
2024-03-05 10:39:18,23.2 °C,78 %H,715 ppm,AM319-Sensor_1
2024-03-05 10:38:42,23.1 °C,80 %H,682 ppm,AM103-Sensor_4
2024-03-05 10:38:29,23.3 °C,80.5 %H,737 ppm,AM307-Sensor_2
2024-03-05 10:34:13,23.4 °C,74.5 %H,666 ppm,AM319-Sensor_3
2024-03-05 10:32:09,23 °C,77 %H,1031 ppm,AM103L-Sensor_5
2024-03-05 10:29:18,23.3 °C,78 %H,686 ppm,AM319-Sensor_1
2024-03-05 10:28:43,23.1 °C,79 %H,673 ppm,AM103-Sensor_4
2024-03-05 10:28:29,23.4 °C,81 %H,698 ppm,AM307-Sensor_2
2024-03-05 10:24:13,24 °C,76.5 %H,654 ppm,AM319-Sensor_3
2024-03-05 10:22:05,23 °C,81 %H,989 ppm,AM103L-Sensor_5
2024-03-05 10:19:18,23.2 °C,78.5 %H,659 ppm,AM319-Sensor_1
2024-03-05 10:18:43,23 °C,80 %H,650 ppm,AM103-Sensor_4
2024-03-05 10:18:29,23.3 °C,80.5 %H,665 ppm,AM307-Sensor_2
2024-03-05 10:14:13,24 °C,73.5 %H,670 ppm,AM319-Sensor_3
2024-03-05 10:12:07,23.1 °C,80.5 %H,998 ppm,AM103L-Sensor_5
2024-03-05 10:09:18,23.3 °C,79.5 %H,643 ppm,AM319-Sensor_1
2024-03-05 10:08:43,22.9 °C,82 %H,647 ppm,AM103-Sensor_4
2024-03-05 10:08:29,23.4 °C,82 %H,679 ppm,AM307-Sensor_2
2024-03-05 10:04:13,23.8 °C,76 %H,610 ppm,AM319-Sensor_3
2024-03-05 10:02:06,22.9 °C,79.5 %H,959 ppm,AM103L-Sensor_5
2024-03-05 09:59:18,23.2 °C,78 %H,639 ppm,AM319-Sensor_1
2024-03-05 09:58:45,22.9 °C,78.5 %H,612 ppm,AM103-Sensor_4
2024-03-05 09:58:29,23.3 °C,79.5 %H,641 ppm,AM307-Sensor_2
2024-03-05 09:54:13,24.1 °C,75 %H,611 ppm,AM319-Sensor_3
2024-03-05 09:52:09,23.3 °C,82 %H,951 ppm,AM103L-Sensor_5
2024-03-05 09:49:18,23.4 °C,79.5 %H,630 ppm,AM319-Sensor_1
2024-03-05 09:48:43,23.1 °C,82 %H,606 ppm,AM103-Sensor_4
2024-03-05 09:48:29,23.5 °C,82 %H,644 ppm,AM307-Sensor_2
2024-03-05 09:44:13,23.9 °C,76 %H,611 ppm,AM319-Sensor_3
2024-03-05 09:42:06,23.1 °C,79.5 %H,998 ppm,AM103L-Sensor_5
2024-03-05 09:39:18,23.4 °C,78.5 %H,628 ppm,AM319-Sensor_1
2024-03-05 09:38:46,23.2 °C,79 %H,629 ppm,AM103-Sensor_4
2024-03-05 09:38:29,23.5 °C,80.5 %H,648 ppm,AM307-Sensor_2
2024-03-05 09:34:13,24.2 °C,77 %H,604 ppm,AM319-Sensor_3
2024-03-05 09:32:08,23.2 °C,82 %H,953 ppm,AM103L-Sensor_5
2024-03-05 09:29:18,23.4 °C,79.5 %H,632 ppm,AM319-Sensor_1
2024-03-05 09:28:43,23.1 °C,82 %H,624 ppm,AM103-Sensor_4
2024-03-05 09:28:29,23.5 °C,82 %H,679 ppm,AM307-Sensor_2
2024-03-05 09:24:13,24 °C,75.5 %H,598 ppm,AM319-Sensor_3
2024-03-05 09:22:07,23.1 °C,79 %H,974 ppm,AM103L-Sensor_5
2024-03-05 09:19:18,23.5 °C,78.5 %H,622 ppm,AM319-Sensor_1
2024-03-05 09:18:43,23.2 °C,80 %H,605 ppm,AM103-Sensor_4
2024-03-05 09:18:29,23.6 °C,81 %H,753 ppm,AM307-Sensor_2
2024-03-05 09:14:13,24.2 °C,77 %H,590 ppm,AM319-Sensor_3
2024-03-05 09:12:04,23.2 °C,81.5 %H,945 ppm,AM103L-Sensor_5
2024-03-05 09:09:18,23.5 °C,79 %H,616 ppm,AM319-Sensor_1
2024-03-05 09:08:46,23.2 °C,81 %H,598 ppm,AM103-Sensor_4
2024-03-05 09:08:29,23.5 °C,81.5 %H,626 ppm,AM307-Sensor_2
2024-03-05 09:04:13,24 °C,74.5 %H,588 ppm,AM319-Sensor_3
2024-03-05 09:02:06,23.2 °C,78.5 %H,941 ppm,AM103L-Sensor_5
2024-03-05 08:59:18,23.5 °C,79 %H,606 ppm,AM319-Sensor_1
2024-03-05 08:58:43,23.3 °C,81 %H,590 ppm,AM103-Sensor_4
2024-03-05 08:58:29,23.6 °C,82 %H,634 ppm,AM307-Sensor_2
2024-03-05 08:54:13,24.1 °C,76.5 %H,601 ppm,AM319-Sensor_3
2024-03-05 08:52:08,23.2 °C,81 %H,939 ppm,AM103L-Sensor_5
2024-03-05 08:49:18,23.5 °C,78 %H,594 ppm,AM319-Sensor_1
2024-03-05 08:48:42,23.1 °C,80 %H,578 ppm,AM103-Sensor_4
2024-03-05 08:48:29,23.5 °C,80.5 %H,654 ppm,AM307-Sensor_2
2024-03-05 08:44:13,24 °C,73.5 %H,571 ppm,AM319-Sensor_3
2024-03-05 08:42:05,23.3 °C,77.5 %H,928 ppm,AM103L-Sensor_5
2024-03-05 08:39:18,23.6 °C,78 %H,594 ppm,AM319-Sensor_1
2024-03-05 08:38:42,23.3 °C,79 %H,573 ppm,AM103-Sensor_4
2024-03-05 08:38:29,23.7 °C,80 %H,613 ppm,AM307-Sensor_2
2024-03-05 08:34:13,24.3 °C,76 %H,566 ppm,AM319-Sensor_3
2024-03-05 08:32:06,23.4 °C,80.5 %H,902 ppm,AM103L-Sensor_5
2024-03-05 08:29:18,23.6 °C,78 %H,586 ppm,AM319-Sensor_1
2024-03-05 08:28:46,23.3 °C,80 %H,559 ppm,AM103-Sensor_4
2024-03-05 08:28:29,23.7 °C,80.5 %H,635 ppm,AM307-Sensor_2
2024-03-05 08:24:13,24.3 °C,73 %H,561 ppm,AM319-Sensor_3
2024-03-05 08:22:09,23.5 °C,77 %H,915 ppm,AM103L-Sensor_5
2024-03-05 08:19:18,23.8 °C,77 %H,580 ppm,AM319-Sensor_1
2024-03-05 08:18:43,23.5 °C,78 %H,563 ppm,AM103-Sensor_4
2024-03-05 08:18:29,23.9 °C,79.5 %H,655 ppm,AM307-Sensor_2
2024-03-05 08:14:13,24.7 °C,73.5 %H,560 ppm,AM319-Sensor_3
2024-03-05 08:12:08,23.8 °C,78.5 %H,908 ppm,AM103L-Sensor_5
2024-03-05 08:09:18,24 °C,76.5 %H,563 ppm,AM319-Sensor_1
2024-03-05 08:08:46,23.5 °C,76.5 %H,559 ppm,AM103-Sensor_4
2024-03-05 08:08:29,24 °C,77.5 %H,617 ppm,AM307-Sensor_2
2024-03-05 08:04:13,25.5 °C,70 %H,580 ppm,AM319-Sensor_3
2024-03-05 08:02:06,24.2 °C,78 %H,915 ppm,AM103L-Sensor_5
2024-03-05 07:59:18,24.4 °C,78.5 %H,551 ppm,AM319-Sensor_1
2024-03-05 07:58:42,24.1 °C,80 %H,562 ppm,AM103-Sensor_4
2024-03-05 07:58:29,24.4 °C,81 %H,633 ppm,AM307-Sensor_2
2024-03-05 07:54:13,25.6 °C,73.5 %H,536 ppm,AM319-Sensor_3
2024-03-05 07:52:06,24.2 °C,79.5 %H,886 ppm,AM103L-Sensor_5
2024-03-05 07:49:18,24.4 °C,78.5 %H,532 ppm,AM319-Sensor_1
2024-03-05 07:48:44,24.1 °C,79.5 %H,529 ppm,AM103-Sensor_4
2024-03-05 07:48:29,24.4 °C,80.5 %H,593 ppm,AM307-Sensor_2
2024-03-05 07:44:13,25.5 °C,73.5 %H,527 ppm,AM319-Sensor_3
2024-03-05 07:42:07,24.1 °C,79.5 %H,878 ppm,AM103L-Sensor_5
2024-03-05 07:39:18,24.4 °C,78.5 %H,521 ppm,AM319-Sensor_1
2024-03-05 07:38:46,24.2 °C,80 %H,528 ppm,AM103-Sensor_4
2024-03-05 07:38:29,24.4 °C,80.5 %H,574 ppm,AM307-Sensor_2
2024-03-05 07:34:13,25.5 °C,73.5 %H,529 ppm,AM319-Sensor_3
2024-03-05 07:32:06,24.1 °C,79.5 %H,870 ppm,AM103L-Sensor_5
2024-03-05 07:29:18,24.4 °C,78.5 %H,542 ppm,AM319-Sensor_1
2024-03-05 07:28:43,24.1 °C,79.5 %H,540 ppm,AM103-Sensor_4
